region_start;region_end;label;instrument
0.0;1.240816326;silence;
1.240816326;16.914285713;intro;ss,b,dr
16.718367345999997;70.530612243;theme_01_01;ss,b,dr
70.530612244;123.16734693699999;solo_01_01;s_ss,b_b,b_dr
123.344399092;175.171337867;solo_01_02;s_ss,b_b,b_dr
175.171337868;227.18403628;solo_01_03;s_ss,b_b,b_dr
227.369795918;278.267936507;solo_02_01;s_dr,s_ss,b_b
278.267936507;328.051519273;solo_02_02;s_dr,s_ss,b_b
328.05151927400004;388.98068027100004;theme_01_01;ss,b,dr
388.980680272;441.736417233;outro;ss,b,dr
441.736417233;449.20269841269834;silence;
